Quarter,Date,Time,Unknown,EPS,Est EPS,Date F,Est EPS diff,Est EPS diff percentage,Price,Price Return lag2,t+1 - t,t - t-1,t+1 - t-1,Price Return lag3,Price Return lag4,Action ID,Target Ticker,Payment Type,Target Industry Sector,Return Used
2015:Q2,8/4/2015,,-0.0099,,,8/4/2015,,,0.46,0,1.086956522,-1.075268817,0,-1.075268817,-1.075268817,91334582,STAT SP,Cash,Technology,0
2015:Q1,4/21/2015,18:34,-0.001,,,4/21/2015,,,0.505,0.99009901,0.99009901,0,0.99009901,0,0.99009901,91334582,STAT SP,Cash,Technology,0.99009901
2014:Q4,1/29/2015,17:30,0.0024,,,1/29/2015,,,0.48,0,-1.041666667,1.052631579,0,0,1.052631579,91334582,STAT SP,Cash,Technology,-1.041666667
2013:Q2,8/31/2012,,0.2881,0.18,,8/31/2012,,,21.64,0.138504155,0.231053604,-0.092336103,0.138504155,0.092336103,0.138504155,63923090,PSS US,Cash,"Consumer, Cyclical",0.138504155
2013:Q1,5/22/2012,16:00,0.5689,0.68,,5/22/2012,,,21.25,0.141110066,0.188235294,-0.047036689,0.141110066,0.282220132,0.423330198,63923090,PSS US,Cash,"Consumer, Cyclical",0.188235294
2011:Q3,2/4/2011,16:00,-0.2228,-0.23,-0.024,2/4/2011,-0.206,-0.895652174,18.95,0,-0.052770449,0.05279831,0,0.05279831,-0.05279831,51618975,TMRK US,Cash,Communications,-0.052770449
2010:A,2/7/2011,8:24,-0.3098,-0.34,0.018,2/7/2011,-0.358,-1.052941176,24.49,0.224489796,0.265414455,-0.040816327,0.224489796,0.102040816,0.530612245,48275069,CRXL NA,Cash,"Consumer, Non-cyclical",-0.040816327
2010:Q3,11/9/2010,7:45,-0.33,-0.052,0.14,11/9/2010,-0.192,-3.692307692,23.09,0.586573973,0.25985275,0.32587443,0.586573973,0.21724962,0.651748859,48275069,CRXL NA,Cash,"Consumer, Non-cyclical",0.32587443
2010:Q1,5/11/2010,16:30,0.21,0.25,0.21,5/11/2010,0.04,0.16,17.97,5,5.175292154,-0.166666667,5,4.5,2.222222222,44801694,WX US,Cash and Stock,"Consumer, Non-cyclical",5.175292154
2012:Q1,5/8/2012,17:00,0.1187,0.01,0.047,5/8/2012,-0.037,-3.7,7.18,-1.239669421,-0.139275766,-1.101928375,-1.239669421,-0.964187328,-2.203856749,62772010,NAE CN,Stock,Energy,-0.139275766
2017:Q1,4/27/2017,18:08,0.3835,0.3832,0.48,4/27/2017,-0.0968,-0.252609603,17.48,2.471264368,2.00228833,0.459770115,2.471264368,4.597701149,6.32183908,126605033,ESTC3 BZ,Cash and Stock,"Consumer, Non-cyclical",2.00228833
2016:A,3/16/2017,Aft-mkt,1.2397,1.1936,1.207,3/16/2017,-0.0134,-0.011226542,15.94,-3.797468354,-4.642409034,0.886075949,-3.797468354,-1.139240506,-5.696202532,126605033,ESTC3 BZ,Cash and Stock,"Consumer, Non-cyclical",-4.642409034
2016:Q3,11/10/2016,19:04,0.4246,0.4268,0.464,11/10/2016,-0.0372,-0.087160262,16.3,-8.987485779,-1.840490798,-7.281001138,-8.987485779,-5.005688282,-5.233219568,126605033,ESTC3 BZ,Cash and Stock,"Consumer, Non-cyclical",-1.840490798
2016:Q2,8/12/2016,6:14,-0.0337,0.25,0.358,8/12/2016,-0.108,-0.432,17.56,-3.422053232,1.25284738,-4.617055948,-3.422053232,-3.856599674,-2.98750679,126605033,ESTC3 BZ,Cash and Stock,"Consumer, Non-cyclical",-4.617055948
2014:Q3,10/28/2014,6:30,-0.8428,-0.813,0.415,10/28/2014,-1.228,-1.510455105,95.5,0,0,0,0,0,0.261780105,96439533,CEQ NO,Cash,"Consumer, Non-cyclical",0
2014:S1,7/30/2014,,-0.01,0.004,,7/30/2014,,,10.86,0.092250923,-0.092081031,0.184501845,0.092250923,0.092250923,0.092250923,93589099,IND IM,Cash,"Consumer, Cyclical",0.092250923
2011:Q1,8/29/2011,,,,,8/29/2011,,,,,,,,,,54799334,MNR LN,Cash,Financial,
2011:Q2,8/15/2011,7:00,0.2,,,8/15/2011,,,32.45,-0.769230769,-0.61633282,-0.153846154,-0.769230769,0,-1.538461538,50556342,CDELB US,Cash or Stock,Communications,-0.153846154
2011:Q1,5/11/2011,7:00,-0.15,,,5/11/2011,,,34.35,-0.435413643,-0.145560408,-0.290275762,-0.435413643,-0.435413643,-0.435413643,50556342,CDELB US,Cash or Stock,Communications,-0.290275762
2010:Q4,3/30/2011,,0.09,0.12,,3/30/2011,,,34.35,0.291120815,0.291120815,0,0.291120815,-0.58224163,-0.291120815,50556342,CDELB US,Cash or Stock,Communications,0.291120815
2017:Q3,11/2/2017,16:15,0.2105,0.24,0.26,11/2/2017,-0.02,-0.083333333,15.38,-6.072351421,-5.461638492,-0.645994832,-6.072351421,-6.718346253,-9.754521964,139245910,MGI US,Cash,"Consumer, Non-cyclical",-5.461638492
2017:Q2,8/7/2017,8:00,0.2359,0.27,0.23,8/7/2017,0.04,0.148148148,15.67,1.342710997,1.148691768,0.191815857,1.342710997,1.023017903,0.319693095,139245910,MGI US,Cash,"Consumer, Non-cyclical",0.191815857
2017:Q1,5/4/2017,16:15,0.2156,0.2207,0.214,5/4/2017,0.0067,0.030357952,17.45,-0.745840505,-0.859598854,0.114744693,-0.745840505,-0.975329891,0.401606426,139245910,MGI US,Cash,"Consumer, Non-cyclical",-0.859598854
2016:Q4,2/14/2017,,0.1668,0.2,0.239,2/14/2017,-0.039,-0.195,12.56,-2.201257862,-0.955414013,-1.257861635,-2.201257862,-1.100628931,0.314465409,139245910,MGI US,Cash,"Consumer, Non-cyclical",-2.201257862
2011:Q3,1/31/2011,15:00,15.1731,15.8506,15.6,1/31/2011,0.2506,0.015810127,1026,-1.7208413,0.194931774,-1.912045889,-1.7208413,-1.242829828,-4.875717017,50631761,6991 JP,Stock,Industrial,-1.912045889
2017:Q2,8/4/2017,7:00,-0.0883,-0.09,0.145,8/4/2017,-0.235,-2.611111111,18.22,-0.274725275,-0.384193194,0.10989011,-0.274725275,-0.10989011,0.054945055,144879124,OB US,Cash,Financial,0.10989011
2011:Q2,8/3/2011,17:00,0.0126,0.31,0.271,8/3/2011,0.039,0.125806452,43.14,-2.231937414,-1.506722299,-0.73630925,-2.231937414,-1.748734468,-6.373676944,55858195,BBBB US,Cash,Technology,-1.506722299
2015:Q1,1/29/2015,7:00,0.8394,0.84,0.542,1/29/2015,0.298,0.354761905,37.07,0.408163265,-0.458591853,0.870748299,0.408163265,-0.027210884,0.054421769,100243033,PTRY US,Cash,"Consumer, Cyclical",0.870748299
2016:Q2,7/29/2016,16:31,0.191,0.19,0.235,7/29/2016,-0.045,-0.236842105,,,,,,,,121750090,TUMI US,Cash,"Consumer, Non-cyclical",
2016:Q1,5/5/2016,16:05,0.0964,0.1,0.101,5/5/2016,-0.001,-0.01,26.67,0.149925037,0.187476565,-0.037481259,0.149925037,-0.074962519,-0.074962519,121750090,TUMI US,Cash,"Consumer, Non-cyclical",0.187476565
2013:A,2/17/2014,,0.56,0.56,1.685,2/17/2014,-1.125,-2.008928571,38.66,-0.025886617,-0.103466115,0.07765985,-0.025886617,0.07765985,0.310639399,83891615,UNIT4 NA,Cash,Technology,-0.025886617
2016:Q1,4/29/2016,7:00,0.1224,0.09,,4/29/2016,,,17.41,-0.057487784,-0.143595635,0.086231676,-0.057487784,-0.028743892,-0.028743892,117805346,USG NA,Cash,"Consumer, Non-cyclical",0.086231676
2015:A,2/26/2016,7:00,0.5949,0.289,0.818,2/26/2016,-0.529,-1.830449827,17.21,-0.02900232,0.145264381,-0.174013921,-0.02900232,0.493039443,0.203016241,117805346,USG NA,Cash,"Consumer, Non-cyclical",-0.174013921
2011:Q3,11/15/2010,8:00,1.3444,1.33,1.134,11/15/2010,0.196,0.147368421,65.29,0.09199632,-0.015316281,0.10732904,0.09199632,0.18399264,0.1533272,48846197,GYMB US,Cash,"Consumer, Cyclical",0.10732904
2010:A,2/4/2011,8:30,22.1481,23.204,20.97,2/4/2011,2.234,0.096276504,417,0.239808153,0.239808153,0,0.239808153,0.239808153,0.119904077,50402081,CARD SS,Cash,Industrial,0
2010:S2,10/15/2010,,,3967,,10/15/2010,,,90000,-0.32967033,0.777777778,-1.098901099,-0.32967033,-0.32967033,0.32967033,44740167,3229 JP,Stock,Financial,-0.32967033
2015:Q1,8/6/2014,16:00,0.2894,0.55,0.48,8/6/2014,0.07,0.127272727,86.01,-0.023255814,-0.034879665,0.011627907,-0.023255814,-0.104651163,-0.279069767,92640611,MEAS US,Cash,Industrial,-0.034879665
2013:Q1,5/14/2013,,0.05,0.16,0.2,5/14/2013,-0.04,-0.25,40.12,-0.124533001,-0.049850449,-0.074719801,-0.124533001,-0.074719801,-0.074719801,70622511,KYAK US,Cash or Stock,Communications,-0.124533001
2012:Q4,3/29/2013,,-0.0148,-0.01,0.195,3/29/2013,-0.205,-20.5,,,,,,,,70622511,KYAK US,Cash or Stock,Communications,
2010:A,11/10/2010,9:36,0.0267,0.017,,11/10/2010,,,1.49,0.33557047,0.33557047,0,0.33557047,0,0,47499494,AWB AU,Cash,"Consumer, Non-cyclical",0
2011:Q4,7/20/2011,,0.34,0.34,0.273,7/20/2011,0.067,0.197058824,26.85,-0.074404762,0.037243948,-0.111607143,-0.074404762,-0.037202381,-0.148809524,55931062,BLUD US,Cash,"Consumer, Non-cyclical",-0.074404762
2018:Q2,12/14/2017,Aft-mkt,,,,12/14/2017,,,,,,,,,,126751852,KANG US,Cash,"Consumer, Non-cyclical",
2018:Q1,9/15/2017,5:00,0.1,,,9/15/2017,,,13.68,-1.944444444,3.216374269,-5,-1.944444444,-5.902777778,-4.583333333,126751852,KANG US,Cash,"Consumer, Non-cyclical",-5
2017:Q4,6/23/2017,5:00,-0.485,,,6/23/2017,,,13.55,-9.616724739,-4.280442804,-5.574912892,-9.616724739,-13.31010453,-11.91637631,126751852,KANG US,Cash,"Consumer, Non-cyclical",-5.574912892
2017:Q3,3/16/2017,Aft-mkt,0.203,,,3/16/2017,,,14.75,0.609756098,0.677966102,-0.067750678,0.609756098,1.08401084,0.067750678,126751852,KANG US,Cash,"Consumer, Non-cyclical",0.677966102
2017:Q2,12/2/2016,Aft-mkt,0.085,,,12/2/2016,,,15.65,3.274394237,0.766773163,2.48853962,3.274394237,1.964636542,3.667321546,126751852,KANG US,Cash,"Consumer, Non-cyclical",0.766773163
2017:Q1,8/31/2016,Aft-mkt,0.03,,,8/31/2016,,,18.44,-1.353546291,-1.193058568,-0.162425555,-1.353546291,-1.353546291,-0.378992962,126751852,KANG US,Cash,"Consumer, Non-cyclical",-1.193058568
2016:Q4,7/30/2016,,-0.3874,,,7/30/2016,,,,,,,,,,126751852,KANG US,Cash,"Consumer, Non-cyclical",
2014:Q4,2/11/2015,,1.4679,1.4,1.28,2/11/2015,0.12,0.085714286,76.21,0.590163934,0.642960241,-0.052459016,0.590163934,0.419672131,0.419672131,99088762,PTP US,Cash and Stock,Financial,0.590163934
2014:Q4,1/22/2015,7:00,-0.1088,0.3,0.295,1/22/2015,0.005,0.016666667,35.66,7.778103904,2.972518228,4.666862342,7.778103904,7.836806575,8.218373936,99371754,CODE US,Stock,Technology,4.666862342
2015:S1,2/11/2015,,0.0152,0.017,0.018,2/11/2015,-0.001,-0.058823529,0.65,0,-0.769230769,0.775193798,0,-0.775193798,3.100775194,90450593,GFF AU,Cash,"Consumer, Non-cyclical",0
2014:A,8/13/2014,,-0.0295,0.032,0.031,8/13/2014,0.001,0.03125,0.63,-2.34375,-0.793650794,-1.5625,-2.34375,-0.78125,0,90450593,GFF AU,Cash,"Consumer, Non-cyclical",-2.34375
2010:A,2/15/2011,8:00,-0.02,1.267,1.008,2/15/2011,0.259,0.20441989,18.9,-1.99057098,-1.005291005,-0.99528549,-1.99057098,-1.807228916,-1.466736511,49858339,DRAK NA,Cash and Stock,Industrial,-0.99528549
2011:Q4,3/9/2011,16:01,1.6057,1.6,,3/9/2011,,,60.89,-0.049261084,-0.032846116,-0.016420361,-0.049261084,-0.016420361,0.032840722,50711463,JAS US,Cash,"Consumer, Cyclical",-0.032846116
2012:Q1,7/29/2011,16:00,-5.2792,-5.35,,7/29/2011,,,188,1.052631579,2.127659574,-1.052631579,1.052631579,-1.052631579,-1.578947368,52817695,8606 JP,Stock,Financial,2.127659574
2018:Q2,12/6/2017,7:00,0.3228,0.35,0.348,12/6/2017,0.002,0.005714286,77.66,0.438653077,0.244656194,0.193523416,0.438653077,0.2322281,0.283834344,152277446,BOBE US,Cash,"Consumer, Non-cyclical",0.193523416
2010:Q2,8/5/2010,8:30,0.11,0.11,0.1,8/5/2010,0.01,0.090909091,11.18,-0.089605735,-0.268336315,0.17921147,-0.089605735,0.448028674,0.448028674,45757488,GNA CN,Cash,Basic Materials,0.17921147
2016:A,6/16/2016,7:00,0.021,0.073,0.078,6/16/2016,-0.005,-0.068493151,168.4,0.059347181,0.118764846,-0.059347181,0.059347181,0.712166172,0.296735905,113218404,DRTY LN,Cash,"Consumer, Cyclical",-0.059347181
2016:S1,12/10/2015,7:00,0.0057,,,12/10/2015,,,97.25,-0.777202073,-1.542416452,0.777202073,-0.777202073,-1.554404145,-2.590673575,113218404,DRTY LN,Cash,"Consumer, Cyclical",0.777202073
2010:A,5/24/2010,7:00,0.0964,0.11,0.101,5/24/2010,0.009,0.081818182,283.5,-2.18156228,-1.940035273,-0.246305419,-2.18156228,-2.216748768,-1.231527094,44802730,CHLD LN,Cash,Industrial,-0.246305419
2015:Q3,11/24/2015,,0.0841,0.164,0.142,11/24/2015,0.022,0.134146341,,,,,,,,109138638,FRNT NO,Stock,Industrial,
2015:Q2,8/26/2015,,0.1952,-0.0162,0.144,8/26/2015,-0.1602,-9.888888889,,,,,,,,109138638,FRNT NO,Stock,Industrial,
2015:Q2,8/6/2015,Bef-mkt,-0.04,-0.04,0.071,8/6/2015,-0.111,-2.775,11.44,2.120141343,1.048951049,1.060070671,2.120141343,2.120141343,1.766784452,101592992,OWW US,Cash,Communications,1.060070671
2015:Q1,5/7/2015,8:08,-0.19,-0.19,0.022,5/7/2015,-0.212,-1.115789474,11.45,-0.257953568,1.310043668,-1.54772141,-0.257953568,-0.343938091,-0.343938091,101592992,OWW US,Cash,Communications,-1.54772141
2011:A,2/22/2012,,-0.3932,0.867,1.039,2/22/2012,-0.172,-0.198385236,16.5,-4.571428571,1.212121212,-5.714285714,-4.571428571,-4.571428571,-0.285714286,61475354,TEMN SW,Stock,Technology,-4.571428571
2011:A,5/24/2012,7:01,-0.0075,-0.008,-0.009,5/24/2012,0.001,0.125,253.5,1.6,0.197238659,1.4,1.6,1.8,2.9,61948069,COV LN,Cash,Energy,1.4
2014:A,2/27/2015,,0.31,0.305,0.328,2/27/2015,-0.023,-0.075409836,4.42,0.452488688,0.452488688,0,0.452488688,0.452488688,0.452488688,98799660,HEMRAJ TB,Cash,Financial,0.452488688
2018:Q1,5/4/2018,17:35,,,,5/4/2018,,,,,,,,,,156073811,ELE FP,Cash,Financial,
2017:A,2/9/2018,17:35,,,7.653,2/9/2018,,,,,,,,,,156073811,ELE FP,Cash,Financial,
2016:Q3,11/4/2016,,4.6723,,,11/4/2016,,,312.65,-0.041471273,0.220694067,-0.261588031,-0.041471273,0.082942546,-0.306249402,125259249,ENDESAAM CI,Cash or Stock,Utilities,-0.041471273
2016:Q2,7/27/2016,,4.8678,4.87,,7/27/2016,,,310.39,-1.758689903,-0.657237669,-1.108739287,-1.758689903,-2.638034855,-2.870615223,125259249,ENDESAAM CI,Cash or Stock,Utilities,-1.758689903
2011:Q1,5/10/2011,,-0.1314,-0.12,,5/10/2011,,,11.07,-2.258355917,-2.258355917,0,-2.258355917,-1.535682023,-2.619692864,48305433,ID US,Cash,Industrial,-2.258355917
2010:Q4,3/1/2011,8:00,0.1137,0.06,0.04,3/1/2011,0.02,0.333333333,11.92,0.251889169,0.167785235,0.083963056,0.251889169,0.167926113,0,48305433,ID US,Cash,Industrial,0.083963056
2010:Q3,11/3/2010,8:00,-0.0082,0,0.078,11/3/2010,-0.078,#NAME?,11.78,-0.422297297,0.084889643,-0.506756757,-0.422297297,-0.506756757,-0.253378378,48305433,ID US,Cash,Industrial,-0.506756757
2013:Q2,7/30/2013,17:00,0.1695,0.17,0.14,7/30/2013,0.03,0.176470588,12.29,1.213592233,1.79007323,-0.566343042,1.213592233,3.074433657,5.582524272,69934920,BEL US,Cash,"Consumer, Cyclical",1.79007323
2013:Q1,5/1/2013,17:40,-0.0865,-0.08,-0.131,5/1/2013,0.051,0.6375,9.49,-2.772277228,3.477344573,-6.03960396,-2.772277228,3.663366337,2.97029703,69934920,BEL US,Cash,"Consumer, Cyclical",3.477344573
2012:Q4,2/20/2013,17:00,-0.1339,-0.09,-0.032,2/20/2013,-0.058,-0.644444444,10.62,-3.290676417,-0.376647834,-2.925045704,-3.290676417,-2.559414991,-4.021937843,69934920,BEL US,Cash,"Consumer, Cyclical",-0.376647834
2012:Q3,11/1/2012,17:11,0.141,0.14,0.146,11/1/2012,-0.006,-0.042857143,11.96,0.42625746,-1.505016722,1.960784314,0.42625746,1.705029838,3.324808184,69934920,BEL US,Cash,"Consumer, Cyclical",-1.505016722
2017:Q1,2/6/2017,6:11,0.2575,0.7,0.61,2/6/2017,0.09,0.128571429,25.85,9.355509356,1.740812379,7.484407484,9.355509356,8.93970894,11.43451143,115495051,FGL US,Cash,Financial,7.484407484
2016:Q4,11/16/2016,16:15,0.7719,0.69,0.6,11/16/2016,0.09,0.130434783,23.65,0.628930818,1.479915433,-0.838574423,0.628930818,-1.677148847,-1.467505241,115495051,FGL US,Cash,Financial,1.479915433
2016:Q3,8/2/2016,16:15,1.1659,0.82,0.56,8/2/2016,0.26,0.317073171,22.29,2.492070684,1.480484522,0.996828274,2.492070684,0.906207522,2.174898052,115495051,FGL US,Cash,Financial,1.480484522
2016:Q2,5/4/2016,16:15,-0.4288,0.73,0.555,5/4/2016,0.175,0.239726027,26.38,-1.023114816,-0.985595148,-0.037893141,-1.023114816,-0.757862827,-3.372489579,115495051,FGL US,Cash,Financial,-0.985595148
2016:Q1,2/3/2016,16:15,1.1104,0.53,0.523,2/3/2016,0.007,0.013207547,24.55,2.258975393,3.258655804,-0.968132311,2.258975393,2.944735781,3.186768858,115495051,FGL US,Cash,Financial,3.258655804
2015:Q4,11/18/2015,15:04,0.7155,0.72,0.513,11/18/2015,0.207,0.2875,25.69,0.508408291,0.038925652,0.469299961,0.508408291,0.312866641,0.899491592,115495051,FGL US,Cash,Financial,0.469299961
2011:Q1,5/12/2011,16:05,-0.0226,-0.08,0.166,5/12/2011,-0.246,-3.075,21.38,-0.608614232,-0.701590271,0.093632959,-0.608614232,-1.170411985,-1.638576779,54055644,SPWR US,Cash,Industrial,-0.701590271
2012:A,2/28/2013,18:09,,0.702,,2/28/2013,,,,,,,,,,72287251,TWI MK,Cash,"Consumer, Non-cyclical",
2010:Q1,5/10/2010,17:15,0.46,0.46,,5/10/2010,,,32.28,5.33042394,4.677819083,0.623441397,5.33042394,9.258104738,9.600997506,44342227,1464150D US,Cash and Stock,Energy,4.677819083
2016:Q4,2/21/2017,7:00,0.0727,0.21,0.18,2/21/2017,0.03,0.142857143,19.6,0,-0.510204082,0.512820513,0,0.512820513,0.256410256,139414367,XXIA US,Cash,Communications,0.512820513
2016:Q1,5/3/2016,18:56,0.3551,0.358,0.08,5/3/2016,0.278,0.776536313,10.18,0.883218842,0.982318271,-0.098135427,0.883218842,-0.392541708,0.098135427,117037861,BRPR3 BZ,Cash,Financial,0.982318271
2015:A,2/16/2016,19:47,-2.5807,-2.5807,0.435,2/16/2016,-3.0157,-1.168558918,7.92,-0.25,0.757575758,-1,-0.25,-0.375,1,117037861,BRPR3 BZ,Cash,Financial,0.757575758
2016:Q2,8/3/2016,16:05,-0.5418,0,-0.135,8/3/2016,0.135,inf,35.14,0,0,0,0,0,-0.056915196,126286077,MKTO US,Cash,Communications,0
2017:Q3,11/6/2017,7:30,-0.09,0.38,0.355,11/6/2017,0.025,0.065789474,55,-0.181983621,-0.272727273,0.090991811,-0.181983621,-0.363967243,-0.363967243,154173515,BSFT US,Cash,Technology,0.090991811
2017:Q2,8/9/2017,14:35,-0.1841,-0.2245,0.283,8/9/2017,-0.5075,-2.260579065,21.76,0.138121547,-0.045955882,0.184162063,0.138121547,0.184162063,0.092081031,144302863,AMRI US,Cash,"Consumer, Non-cyclical",0.184162063
2010:Q3,11/11/2010,7:30,0.2971,0.297,0.2,11/11/2010,0.097,0.326599327,25.1,0.039856517,0,0.039856517,0.039856517,0.039856517,-0.099641291,48147411,DPB GR,Cash,Financial,0.039856517
2015:Q3,10/27/2015,16:03,0.4276,0.43,0.544,10/27/2015,-0.114,-0.265116279,79.2,-0.542313028,-0.429292929,-0.113507378,-0.542313028,-1.185521503,-0.99634254,110693200,IPCM US,Cash,"Consumer, Non-cyclical",-0.429292929
2016:Q2,7/28/2016,16:05,2.4116,2.41,1.37,7/28/2016,1.04,0.43153527,52.34,0.803981623,0.611387084,0.191424196,0.803981623,0.746554364,0.727411945,129260561,OUTR US,Cash,"Consumer, Cyclical",0.611387084
2010:Q4,2/9/2011,20:30,0.25,0.26,0.285,2/9/2011,-0.025,-0.096153846,26.84,-1.558441558,-1.154992548,-0.408163265,-1.558441558,-4.044526902,-2.152133581,48343618,0117799D US,Stock,Energy,-1.154992548
2010:Q3,10/27/2010,17:00,0.19,0.32,0.328,10/27/2010,-0.008,-0.025,24.53,0.408329931,0.244598451,0.163331972,0.408329931,2.53164557,4.654961209,48343618,0117799D US,Stock,Energy,0.244598451
2015:Q1,5/5/2015,6:58,0.3481,0.388,0.203,5/5/2015,0.185,0.476804124,16.94,1.647058824,2.007083825,-0.352941176,1.647058824,4.705882353,4.058823529,97608639,TVN PW,Cash,Communications,-0.352941176
2016:Q2,8/12/2016,7:59,0.02,0.02,0.08,8/12/2016,-0.06,-3,7.2,0,-0.138888889,0.139082058,0,0.278164117,0.695410292,125442654,INN-U CN,Cash,Financial,0.139082058
2016:Q1,5/12/2016,8:00,-0.2199,-0.218,-0.03,5/12/2016,-0.188,-0.862385321,7.07,-0.424328147,-0.424328147,0,-0.424328147,-0.424328147,-0.424328147,125442654,INN-U CN,Cash,Financial,0
2010:Q4,1/25/2011,16:00,0.11,0.11,0.174,1/25/2011,-0.064,-0.581818182,15.18,1.075268817,-0.92226614,2.016129032,1.075268817,3.293010753,0.873655914,47605361,NAL US,Cash or Stock,Financial,-0.92226614
2010:Q3,10/26/2010,16:00,0.14,0.14,0.16,10/26/2010,-0.02,-0.142857143,12.89,-0.848111025,-0.232738557,-0.616808019,-0.848111025,-0.462606014,-0.616808019,47605361,NAL US,Cash or Stock,Financial,-0.232738557
2017:Q3,5/4/2017,6:30,3.7741,3.7764,3.353,5/4/2017,0.4234,0.11211736,23.57,-0.042426814,-0.042426814,0,-0.042426814,0,-0.212134069,143628339,SNOW US,Cash,"Consumer, Cyclical",0
2012:Q3,10/24/2012,16:50,1.0441,,,10/24/2012,,,45.85,0.065359477,0.174482007,-0.108932462,0.065359477,-0.065359477,0.021786492,62409413,1339658D US,Cash,Financial,0.174482007
2012:Q2,7/25/2012,16:30,0.7576,,,7/25/2012,,,45.79,0.153072381,0.021838829,0.131204898,0.153072381,0.262409797,0,62409413,1339658D US,Cash,Financial,0.021838829
2012:Q1,4/25/2012,16:37,0.5197,,,4/25/2012,,,45.59,-0.109697236,-0.131607809,0.021939447,-0.109697236,-0.131636683,-0.065818341,62409413,1339658D US,Cash,Financial,-0.131607809
2013:Q3,11/5/2013,16:01,0.1527,0.15,0.218,11/5/2013,-0.068,-0.453333333,,,,,,,,74202180,OMX US,Stock,"Consumer, Cyclical",
2013:Q2,8/6/2013,7:00,0.0138,0.02,0.027,8/6/2013,-0.007,-0.35,11.22,-3.846153846,-1.960784314,-1.923076923,-3.846153846,-3.321678322,-3.933566434,74202180,OMX US,Stock,"Consumer, Cyclical",-1.923076923
2013:Q1,5/7/2013,7:05,0.1231,0.11,0.229,5/7/2013,-0.119,-1.081818182,11.52,-2.810902896,-0.954861111,-1.873935264,-2.810902896,-3.066439523,-1.022146508,74202180,OMX US,Stock,"Consumer, Cyclical",-1.873935264
2016:Q3,7/28/2016,,0.8401,0.86,0.573,7/28/2016,0.287,0.33372093,55.12,2.53164557,1.396952105,1.119060723,2.53164557,3.377361952,2.898550725,105220278,WIN GR,Cash and Stock,Technology,2.53164557
2016:Q2,4/28/2016,,1.2711,0.7287,0.813,4/28/2016,-0.0843,-0.115685467,51,-0.447557891,0.31372549,-0.75890251,-0.447557891,-0.75890251,-0.934033859,105220278,WIN GR,Cash and Stock,Technology,-0.447557891
2016:Q1,1/24/2016,,1.5724,1.238,0.727,1/24/2016,0.511,0.41276252,,,,,,,,105220278,WIN GR,Cash and Stock,Technology,
2015:A,11/9/2015,,0.2179,0.224,0.288,11/9/2015,-0.064,-0.285714286,45.016,-3.153887983,-1.090723298,-2.085916259,-3.153887983,-2.457857531,-2.925502991,105220278,WIN GR,Cash and Stock,Technology,-3.153887983
2013:Q4,8/12/2013,17:03,0.5693,0.58,0.58,8/12/2013,0,0,37.26,-0.107181136,0.053676865,-0.160771704,-0.107181136,-0.321543408,-0.187566988,76344929,1536637D US,Cash,Basic Materials,0.053676865
2013:Q3,4/30/2013,17:11,0.5607,0.53,0.512,4/30/2013,0.018,0.033962264,37.59,0,0.02660282,-0.026595745,0,-0.026595745,-0.053191489,76344929,1536637D US,Cash,Basic Materials,0.02660282
2014:Q1,5/1/2014,,0.44,0.6,,5/1/2014,,,72.21,-0.124584718,-0.083090985,-0.041528239,-0.124584718,0.041528239,0.041528239,83962968,CBY CN,Cash,"Consumer, Non-cyclical",-0.124584718
2013:Q4,2/27/2014,,1.401,1.19,1.02,2/27/2014,0.17,0.142857143,72.35,0.345781466,0.276434001,0.069156293,0.345781466,0.276625173,0.414937759,83962968,CBY CN,Cash,"Consumer, Non-cyclical",0.345781466
2015:S1,7/29/2015,7:02,-0.0245,-0.008,,7/29/2015,,,2.485,-1.029295329,0.60362173,-1.623119557,-1.029295329,-1.029295329,-1.029295329,100253017,AERL ID,Cash,"Consumer, Cyclical",-1.623119557
2014:A,2/24/2015,7:01,0.3579,0.159,0.113,2/24/2015,0.046,0.289308176,2.258,0.089686099,-1.15146147,1.255605381,0.089686099,0.224215247,1.121076233,100253017,AERL ID,Cash,"Consumer, Cyclical",1.255605381
2010:A,3/30/2011,,0.3538,0.354,0.302,3/30/2011,0.052,0.146892655,,,,,,,,45884514,STKM RM,Stock,Communications,
2010:Q2,8/30/2010,,0.091,,,8/30/2010,,,1.973,4.766893662,1.368474404,3.352540597,4.766893662,5.238344683,3.981141959,45884514,STKM RM,Stock,Communications,4.766893662
2010:Q1,6/29/2010,,0.1125,,,6/29/2010,,,1.825,-4.054765666,-0.164383562,-3.896787783,-4.054765666,-6.266456029,-6.793048973,45884514,STKM RM,Stock,Communications,-4.054765666
2009:A,6/4/2010,,0.1452,0.164,0.195,6/4/2010,-0.031,-0.18902439,1.886,-1.856763926,-1.908801697,0.053050398,-1.856763926,-4.137931034,-3.50132626,45884514,STKM RM,Stock,Communications,-1.856763926
2011:A,4/20/2012,Aft-mkt,-9.9364,-9.988,-264.195,4/20/2012,254.207,25.45124149,0.625,1.904761905,2.72,-0.793650794,1.904761905,-1.587301587,-3.015873016,57281561,EUROB GA,Stock,Financial,2.72
2011:Q3,11/28/2011,Aft-mkt,0.0199,0.024,-40,11/28/2011,40.024,1667.666667,0.518,0,-1.544401544,1.568627451,0,-6.078431373,-14.11764706,57281561,EUROB GA,Stock,Financial,-1.544401544
