Action ID,Announce Date,Target Ticker,Target ISIN,Acquirer Ticker,Announced Total Value (mil.),Payment Type,Deal Status,Completion/Termination Date
145067107,5/8/2017,CCP US,US1416241065,SBRA US,4034.62,Stock,Completed,8/17/2017
146231986,5/29/2017,CCN US,US14141X1081,FDC US,588.58,Cash,Completed,7/7/2017
85300452,12/20/2013,CCIX US,US1934593021,SWIRA US,772.63,Cash,Completed,2/12/2014
152409282,9/21/2017,CCC US,US1296031065,3405 JP,1329.29,Cash,Pending,12/31/2017
44802090,4/26/2010,CCALF US,NL0006187742,SCI SP,403.78,Cash,Completed,8/9/2010
83962968,2/12/2014,CBY CN,CA1349201071,BIMBOA MM,1497.18,Cash,Completed,5/27/2014
99665603,12/8/2014,CBST US,US2296781071,MRK US,8276.55,Cash,Completed,1/22/2015
142079963,5/4/2017,CBF US,US1397941014,FHN US,2115.37,Cash or Stock,Completed,12/1/2017
64611396,5/21/2012,CBE US,IE00B40K9117,ETN US,12846.14,Cash and Stock,Completed,12/3/2012
154996267,11/20/2017,CAVM US,US14964U1088,MRVL US,6018.04,Cash and Stock,Pending,11/19/2018
48123051,9/9/2010,CASY US,US1475281036,3382 JP,1481.19,Cash,Terminated,11/3/2010
44477043,4/9/2010,CASY US,US1475281036,ATD/B CN,1424.42,Cash,Terminated,9/30/2010
50402081,12/13/2010,CARD SS,SE0000262982,ASSAB SS,1670.06,Cash,Completed,4/26/2011
111597251,8/26/2015,CAM US,US13342B1052,SLB US,15154.2,Cash and Stock,Completed,4/4/2016
144453851,4/27/2017,CAM CN,CA13710C1077,,595.62,Cash,Completed,7/6/2017
57564934,9/8/2011,CALP US,US1308721042,PKI US,557.17,Cash,Completed,11/8/2011
61976515,2/25/2012,CAIR IN,INE910H01017,VEDL IN,5900,Cash,Completed,8/17/2013
108010901,6/14/2015,CAIR IN,INE910H01017,VEDL IN,2026.98,Stock,Pending, 
87287084,2/11/2014,CADX US,US12738T1007,MNK US,1320.56,Cash,Completed,3/20/2014
100407984,12/22/2014,CACQ US,US12768T1034,CZR US,1995.77,Stock,Completed,10/9/2017
135471882,11/17/2016,CACB US,US1471542076,FIBK US,523.42,Cash and Stock,Completed,5/31/2017
115969582,10/3/2016,CAB US,US1268043015,1270428Z US,9601.7,Cash,Completed,9/26/2017
154568855,10/30/2017,CAA US,US1281951046,LEN US,9248.3,Cash or Stock,Pending,3/31/2018
48314593,9/10/2010,BZW PW,PLBZ00000044,SAN SM,5119.51,Cash,Completed,3/25/2011
81486478,9/16/2013,BZ US,US09746Y1055,PKG US,1979.99,Cash,Completed,10/28/2013
94428017,8/1/2014,BYI US,US05874B1070,SGMS US,5090.96,Cash,Completed,11/24/2014
110691580,1/11/2016,BXLT US,US07177M1036,SHP LN,35563.4,Cash and Stock,Completed,6/3/2016
65497665,6/18/2012,BXG US,US09629F1084,0212676D US,777.89,Cash,Terminated,4/3/2013
44179717,3/29/2010,BWY US,US12429T1043,,884.15,Cash,Completed,6/17/2010
155432675,11/28/2017,BWLD US,US1198481095,8453169Z US,2832.12,Cash,Pending,3/31/2018
47100442,7/29/2010,BWIN AV,AT0000767553,BPTY LN,1369.49,Stock,Completed,4/1/2011
70772674,11/14/2012,BVIC LN,GB00B0N8QD54,BAG LN,2339.73,Stock,Terminated,7/11/2013
156086093,11/27/2017,BV US,US0732711082,967617Z US,414.85,Cash,Pending,3/31/2018
49725814,11/16/2010,BUMI IJ,ID1000068703,ARMS LN,1333.85,Stock,Completed,3/4/2011
91677611,5/26/2014,BULL FP,FR0010266601,ATO FP,581.49,Cash,Completed,12/16/2014
52615016,3/7/2011,BUL IM,IT0001119087,MC FP,3023.97,Stock,Completed,6/30/2011
52615140,3/7/2011,BUL IM,IT0001119087,MC FP,2563.19,Cash,Completed,10/4/2011
49696801,11/15/2010,BUCY US,US1187591094,CAT US,8608.9,Cash,Completed,7/11/2011
86625527,1/24/2014,BTOW3 BZ,BRBTOWACNOR8,,990.72,Cash,Completed,8/13/2014
96713596,9/29/2014,BSTM US,US09626L1089,BGRP US,565,Cash,Completed,11/7/2014
154173515,10/23/2017,BSFT US,US11133B4095,CSCO US,1545.91,Cash,Pending,3/31/2018
59494742,11/25/2011,BSAN SW,CH0038389307,8227580Z BZ,1121.21,Cash,Completed,7/31/2012
66969381,7/31/2012,BSAN SW,CH0038389307,8227580Z BZ,698.33,Cash,Completed,5/21/2013
74259641,2/21/2013,BRY US,US0857891057,LNCOQ US,4331.24,Stock,Completed,12/17/2013
145679268,6/7/2017,BRSN LN,GB00B0F99717,ELIS FP,3316.73,Cash and Stock,Completed,9/13/2017
97662300,10/20/2014,BRS AU,AU000000BRS7,FER SM,1378.15,Cash,Terminated,12/21/2014
116747855,12/7/2015,BRS AU,AU000000BRS7,FER SM,962.74,Cash,Completed,6/28/2016
103220421,2/26/2015,BRPR3 BZ,BRBRPRACNOR9,,2488.4,Cash,Terminated,7/2/2015
117037861,12/11/2015,BRPR3 BZ,BRBRPRACNOR9,GPIV33 BZ,1556.35,Cash,Completed,5/11/2016
97822217,10/23/2014,BRP CN,CA11283W1041,BAM/A CN,875.33,Cash,Completed,3/17/2015
107841831,6/4/2015,BRLI US,US09057G6026,OPK US,1323.3,Stock,Completed,8/21/2015
63029744,3/29/2012,BRI PL,PTBRI0AM0000,,5758.37,Cash,Completed,4/11/2013
84657398,7/31/2013,BRE US,US05564E1064,,6289.54,Cash,Terminated,12/5/2013
84554832,12/9/2013,BRE US,US05564E1064,ESS US,5936.4,Cash and Stock,Completed,4/2/2014
45976593,6/11/2010,BRE LN,NL0009347863,,1219.08,Cash,Completed,4/7/2011
66895670,7/30/2012,BRD MK,MYL1473OO007,1094Z MK,527.75,Cash,Completed,10/29/2012
107452829,5/28/2015,BRCM US,US1113201073,1373183D US,29805.9,Cash or Stock,Completed,2/2/2016
134278416,11/2/2016,BRCD US,US1116213067,AVGO US,5551.41,Cash,Completed,11/20/2017
49725610,11/16/2010,BRAU IJ,ID1000116502,ARMS LN,1514.09,Cash and Stock,Completed,3/4/2011
135740030,11/23/2016,BRAM LN,GB0001195089,13620Z US,400.33,Cash,Completed,2/7/2017
106952887,7/9/2015,BPTY LN,GI000A0MV757,GVC LN,1448.96,Cash and Stock,Completed,2/2/2016
109797522,7/17/2015,BPTY LN,GI000A0MV757,888 LN,1187.23,Cash and Stock,Terminated,9/4/2015
81985155,9/30/2013,BPO CN,CA1129001055,BPY-U CN,5036.75,Cash or Stock,Completed,6/11/2014
102773140,2/17/2015,BPI PL,PTBPI0AM0004,CABK SM,1206.22,Cash,Terminated,6/18/2015
121537913,4/18/2016,BPI PL,PTBPI0AM0004,CABK SM,870.76,Cash,Completed,2/7/2017
44737447,4/21/2010,BPAT AR,ARMERI013163,BBAS3 BZ,480.22,Cash,Completed,4/12/2011
57101493,8/22/2011,BOW AU,AU000000BOW6,,439.69,Cash,Completed,1/23/2012
139327609,1/27/2017,BOK LN,GB00B01TND91,TSCO LN,4682.35,Cash and Stock,Pending, 
152277446,9/19/2017,BOBE US,US0967611015,POST US,1613.9,Cash,Pending,3/31/2018
95907212,9/8/2014,BNNY US,US03600T1043,GIS US,809.79,Cash,Completed,10/21/2014
115510939,11/9/2015,BNK US,US12591N1090,OZRK US,494.55,Stock,Completed,7/22/2016
122724967,3/20/2016,BNK CN,CA0662863038,600759 CH,506.51,Cash,Completed,10/5/2016
43303529,2/23/2010,BNE US,US1030431050,RRD US,451.37,Cash,Completed,11/24/2010
139013631,1/22/2017,BNCN US,US05566T1016,PNFP US,2037.88,Stock,Completed,6/16/2017
113820909,10/8/2015,BMR US,US09063H1077,BX US,7692.82,Cash,Completed,1/28/2016
76787058,5/6/2013,BMC US,US0559211000,,6695.43,Cash,Completed,9/11/2013
55931062,7/5/2011,BLUD US,US4525261065,8818Z US,1645.65,Cash,Completed,8/22/2011
116966980,12/10/2015,BLT US,US0951801051,,777.21,Cash,Completed,4/12/2016
125513574,9/19/2016,BLOX US,US45672H1041,389272Z US,1269.24,Cash,Completed,11/7/2016
105038869,8/24/2015,BLKIA US,US07784H1095,9875574Z US,2737.79,Cash,Completed,12/10/2015
78346140,6/13/2013,BLC US,US0805551050,TGNA US,2028.04,Cash,Completed,12/24/2013
54655326,5/19/2011,BKS US,US0677741094,733237Z US,1302.14,Cash,Terminated,8/18/2011
96625297,12/5/2014,BKN AU,AU000000BKN3,,1039.64,Cash,Terminated,1/27/2015
132827447,10/3/2016,BKN AU,AU000000BKN3,6305 JP,707.19,Cash,Completed,5/17/2017
149131563,7/20/2017,BKMU US,US0637501034,ASB US,483.76,Stock,Pending,3/31/2018
47953676,9/2/2010,BKC US,US1212082010,4071428Z US,3933.94,Cash,Completed,10/20/2010
49263655,10/28/2010,BJGP US,US05569C1053,SAN FP,449.61,Cash,Completed,2/25/2011
55781137,6/29/2011,BJ US,US05548J1060,,2365.9,Cash,Completed,10/3/2011
142884511,4/7/2017,BIO GR,DE0005227201,1403912D CH,1275.19,Cash,Pending,6/15/2017
49540731,11/8/2010,BIM CN,CA0566201079,,492.39,Cash,Completed,4/1/2011
120293213,2/8/2016,BIGC TB,TH0280010008,BJC TB,3439.31,Cash,Completed,3/21/2016
87517046,11/4/2015,BIG SP,BMG113251000,1053125D CH,576.59,Cash or Stock,Completed,4/20/2016
94804196,8/8/2014,BHGR3 BZ,BRBHGRACNOR9,,443.85,Cash,Completed,6/9/2015
148463151,11/17/2014,BHGE US,US05722G1004,HAL US,37525.65,Cash and Stock,Terminated,4/30/2016
111327791,11/27/2015,BHFKB BB,BE0003815322,211522Z FP,630.7,Cash,Completed,3/14/2016
110088115,7/24/2015,BHFKB BB,BE0003815322,656 HK,528.58,Cash,Terminated,12/18/2015
154560425,10/29/2017,BHARTI IN,INE397D01024,1493Z IN,16661.22,Cash,Completed,11/3/2017
55855567,6/30/2011,BGPIQ US,US0997091071,254882Z US,435,Cash,Terminated,7/31/2011
148903660,12/4/2017,BGC US,US3693001089,PRY IM,2517.74,Cash,Pending,9/30/2018
105171396,4/8/2015,BG/ LN,GB0008762899,RDSA LN,79308.49,Cash and Stock,Completed,2/15/2016
50030546,11/30/2010,BEZ US,US0577411004,ABBN SW,4146.4,Cash,Completed,1/28/2011
58490134,10/17/2011,BEXP US,US1091781039,STL NO,4540.6,Cash,Completed,12/9/2011
111593393,8/26/2015,BET LN,GB00BSPL1J93,PPB LN,3265.91,Stock,Completed,2/2/2016
44178685,3/29/2010,BELM US,US0781371069,AVT US,555.56,Cash,Completed,7/7/2010
69934920,10/18/2012,BEL US,BMG1154H1079,,1573.36,Cash,Terminated,9/13/2013
110038582,9/8/2015,BEE US,US86272T1060,BX US,5631.85,Cash,Completed,12/14/2015
51871808,2/7/2011,BEC US,US0758111092,DHR US,6965.1,Cash,Completed,6/30/2011
133886491,10/23/2016,BEAV US,US0733021010,COL US,8052.42,Cash and Stock,Completed,4/17/2017
86168492,1/13/2014,BEAM US,US0737301038,SUNTZ JP,15580.56,Cash,Completed,5/1/2014
63021600,4/2/2012,BDMN IJ,ID1000094204,DBS SP,2391.29,Cash,Terminated,7/31/2013
110825731,11/24/2015,BDBD US,US1014051080,PF US,944.16,Cash,Completed,1/19/2016
59869686,12/9/2011,BCSI US,US09534T5083,,942.94,Cash,Completed,2/16/2012
144189399,4/23/2017,BCR US,US0673831097,BDX US,24195.78,Cash and Stock,Pending,12/31/2017
85625657,12/26/2013,BCHHU US,US0767841077,TXT US,1400,Cash,Completed,3/14/2014
155536911,11/15/2017,BCEI US,US0977934001,SD US,705.29,Cash and Stock,Pending,3/31/2018
67193916,8/6/2012,BBY US,US0865161014,,7594.33,Cash,Terminated,3/1/2013
103790948,3/9/2015,BBNK US,US1080301070,WAL US,408.91,Cash and Stock,Completed,7/1/2015
66680616,7/24/2012,BBG AU,AU000000BBG6,8818Z US,1147.67,Cash,Terminated,10/12/2012
72975692,1/14/2013,BBG AU,AU000000BBG6,,726.11,Cash,Terminated,6/4/2013
55858195,7/1/2011,BBBB US,US0919355026,117693Z US,1714.2,Cash,Completed,10/5/2011
81737551,9/23/2013,BB CN,CA09228F1036,FFH CN,1426.88,Cash,Terminated,11/4/2013
79164597,7/2/2013,BAY TB,TH0023010000,8306 JP,5505.43,Cash,Completed,12/13/2013
132325403,9/26/2016,BATS US,US05491G1094,CBOE US,3431.53,Cash and Stock,Completed,3/1/2017
42454122,1/15/2010,BARE US,US0675111050,4911 JP,1832.17,Cash,Completed,3/15/2010
96720556,9/29/2014,BAGL US,US28257U1043,1074556D LX,468.06,Cash,Completed,11/6/2014
94012685,7/23/2014,BA CN,CA07786R2046,BCE CN,3677.44,Cash or Stock,Completed,11/3/2014
84588865,12/5/2013,AZEM LN,LU0552383324,MRK GR,2809.73,Cash,Completed,6/3/2014
87227647,2/9/2014,AZC CN,CA0509122036,HBM CN,411.38,Stock,Completed,9/30/2014
43052047,2/11/2010,AYE US,US0173611064,FE US,9216.11,Stock,Completed,2/28/2011
154586621,10/30/2017,AXY CN,CA02153D2014,INE CN,585.35,Cash or Stock,Pending,3/31/2018
155896447,11/22/2017,AXTA US,BMG0750C1082,4612 JP,8962.19,Cash,Terminated,11/30/2017
119736142,6/10/2016,AXLL US,US05463D1000,WLK US,3541.98,Cash,Completed,8/31/2016
60805947,1/13/2012,AXLL US,US05463D1000,WLK US,1852.63,Cash,Terminated,5/4/2012
102509353,2/10/2015,AXIS SS,SE0000672354,7751 JP,2356.84,Cash,Completed,5/5/2015
49818881,11/15/2010,AXA AU,AU000000AXA5,AMP AU,7136.64,Cash,Completed,4/1/2011
44208370,3/30/2010,AXA AU,AU000000AXA5,NAB AU,6616.8,Cash,Terminated,9/14/2010
49818897,11/15/2010,AXA AU,AU000000AXA5,AMP AU,6115.14,Cash and Stock,Completed,4/1/2011
137161609,12/19/2016,AWHHF US,CH0121032772,FFH CN,4364.67,Cash and Stock,Completed,8/28/2017
47499494,8/15/2010,AWB AU,AU000000AWB5,AGU CN,1651.46,Cash,Completed,12/13/2010
47115499,7/30/2010,AWB AU,AU000000AWB5,GNC AU,1388.47,Stock,Terminated,8/24/2010
115163892,11/4/2015,AWAY US,US43739Q1004,EXPE US,3014.13,Cash and Stock,Completed,12/16/2015
63026344,4/2/2012,AVP US,US0543031027,COTY US,12854.35,Cash,Terminated,5/14/2012
110946274,8/10/2015,AVOL US,KYG522371072,000415 CH,2509.52,Cash,Completed,1/8/2016
48061097,9/8/2010,AVO AU,AU000000AVO0,ASR CN,876.71,Stock,Completed,2/22/2011
145812115,12/12/2016,AVNRL IT,IL0002680119,DEDRL IT,2814.64,Stock,Completed,5/21/2017
99425423,12/2/2014,AVNR US,US05348P4019,4578 JP,3169.73,Cash,Completed,1/14/2015
98134354,10/31/2014,AVIV US,US05381L1017,OHI US,2205.56,Stock,Completed,4/2/2015
128456339,7/7/2016,AVGTF US,NL0010060661,AVST US,1374.74,Cash,Completed,9/13/2017
55292206,6/14/2011,AVE LN,GB00B693LN18,CAR US,1009.6,Cash,Completed,10/4/2011
149064104,7/19/2017,AVA US,US05379B1070,H CN,5224.37,Cash,Pending,12/31/2018
96242378,9/17/2014,AUXL US,US05334D1072,ENDP US,2218.45,Cash or Stock,Completed,1/30/2015
92958505,6/26/2014,AUXL US,US05334D1072,NVLN CN,1318.7,Stock,Terminated,10/9/2014
87236917,4/11/2014,AUTOHZ CH,KYG0711U1067,BABA US,486.57,Cash,Completed,7/17/2014
87136031,2/6/2014,AUT AU,AU000000AUT1,BTE CN,2228.88,Cash,Completed,6/13/2014
108746506,4/13/2015,AUQ CN,CA05155C1059,1294096D CN,1077.79,Stock,Completed,7/6/2015
57058310,8/18/2011,AU/ LN,GB0055007982,HPQ US,10296.09,Cash,Completed,11/14/2011
146251294,5/30/2017,ATW US,US0500951084,ESV US,1831.56,Stock,Completed,10/6/2017
112763001,9/20/2015,ATML US,US0495131049,DLG GR,4122.21,Cash and Stock,Terminated,1/19/2016
117106163,12/11/2015,ATML US,US0495131049,MCHP US,3235.57,Cash and Stock,Completed,4/5/2016
87005799,2/4/2014,ATMI US,US00207R1014,ENTG US,951.54,Cash,Completed,5/1/2014
137380778,1/26/2017,ATLN SW,CH0010532478,JNJ US,29762.2,Cash,Completed,11/7/2017
45247818,4/16/2010,ATL PW,GB00B0WDBP88,3608802Z IT,400.77,Cash,Completed,6/21/2010
75471214,3/27/2013,ATL CN,CA0494771029,AAL LN,622.74,Cash,Completed,1/31/2014
143221383,4/20/2017,ATK LN,GB0000608009,SNC CN,2811.69,Cash,Completed,7/4/2017
51022807,1/5/2011,ATHR US,US04743P1084,QCOM US,3131.26,Cash,Completed,5/25/2011
124126017,4/18/2016,ATHM US,US05278C1071,,3313.41,Cash,Terminated,10/12/2016
96713470,9/29/2014,ATHL US,US0474771047,ECA CN,6843.19,Cash,Completed,11/13/2014
46792809,7/15/2010,ATE GA,GRS414003004,TPEIR GA,479.06,Cash,Terminated,9/30/2010
84323168,11/29/2013,ATB CN,CA04963Y1025,727032Z LN,787.96,Cash,Completed,2/18/2014
49140845,10/25/2010,ASX AU,AU000000ASX7,SGX SP,8273.68,Cash and Stock,Terminated,4/8/2011
81150319,9/5/2013,ASTX US,US04624B1035,4578 JP,724.81,Cash,Completed,10/14/2013
104735931,3/30/2015,ASPX US,US05211J1025,TEVA IT,3108.86,Cash,Completed,5/6/2015
61004946,5/13/2013,ASIA US,US04518A1043,,567.03,Cash,Completed,1/16/2014
152402964,9/20/2017,ASHG US,US0436931002,CRH ID,3500,Cash,Pending,6/30/2018
72225033,12/21/2012,ASCA US,US03070Q1013,9876567D US,2689.58,Cash,Completed,8/14/2013
91443053,5/20/2014,ARX US,US0077671065,COB LN,1434.51,Cash,Completed,9/15/2014
103157573,3/2/2015,ARUN US,US0431761065,HPQ US,2518.39,Cash,Completed,5/20/2015
49404190,11/2/2010,ARTG US,US04289L1070,ORCL US,843.82,Cash,Completed,1/6/2011
86902988,2/3/2014,ARTC US,US0431361007,SN/ LN,1111.21,Cash,Completed,5/30/2014
48151779,9/13/2010,ARST US,US0396661029,HPQ US,1484.57,Cash,Completed,10/25/2010
131041859,8/29/2016,ARS US,US0144751072,1435494D CH,2356.2,Cash,Terminated,11/12/2017
116642374,12/3/2015,ARPI US,US02927E3036,AMH US,1363.46,Stock,Completed,3/1/2016
105480939,4/14/2015,ARMS LN,GB00B5BLXT62,1260781D VI,747.4,Cash,Completed,8/13/2015
128891212,7/18/2016,ARM LN,GB0000595859,9984 JP,30124.56,Cash,Completed,9/6/2016
56057027,7/11/2011,ARJ US,US03937R1023,LONN SW,1349.62,Cash,Completed,10/21/2011
138419638,1/9/2017,ARIA US,US04033A1007,4502 JP,5001.1,Cash,Completed,2/17/2017
69331284,10/1/2012,ARI AU,AU000000ARI0,,3450.27,Cash,Terminated,10/31/2012
115852215,11/17/2015,ARG US,US0093631028,AI FP,13246.56,Cash,Completed,5/23/2016
42934594,2/5/2010,ARG US,US0093631028,APD US,7496.88,Cash,Terminated,2/15/2011
144543726,2/3/2017,AREVA FP,FR0011027143,223727Z FP,3498.35,Cash,Completed,7/12/2017
151016395,10/26/2017,ARE CN,CA00762V1094,1800 HK,1331.99,Cash,Pending,3/31/2018
64661927,5/22/2012,ARBA US,US04033V2034,SAP GR,4324.07,Cash,Completed,10/2/2012
72052221,12/18/2012,ARB US,US03875Q1085,9876549D US,1237.78,Cash,Completed,9/30/2013
134713782,11/8/2016,ARA SP,BMG045121024,,649.88,Cash,Completed,4/19/2017
81912925,9/27/2013,AR/ LN,GB0033551721,64735Z IJ,542.05,Cash,Completed,11/13/2013
90798931,5/5/2014,AQA AU,AU000000AQA9,,583.15,Cash,Completed,7/30/2014
50593004,12/20/2010,APSG US,US0382371039,RTN US,490.98,Cash,Completed,2/1/2011
113653066,10/26/2015,APR LN,GB00B58D4C52,,702.09,Cash,Completed,2/12/2016
139150172,1/24/2017,APPD US,US03780P1049,CSCO US,3575.88,Cash,Completed,3/22/2017
97426871,10/13/2014,APL US,US0493921037,NGLS US,5102.34,Cash and Stock,Completed,3/2/2015
73671305,2/4/2013,APKT US,US0047641065,ORCL US,1677.46,Cash,Completed,4/1/2013
131675099,9/8/2016,APIC US,US03765N1081,GOOGL US,487.41,Cash,Completed,11/11/2016
144285793,4/25/2017,APFH US,US00782L1070,TSN US,4140.75,Cash,Completed,6/8/2017
66586283,7/20/2012,APB SP,SG1E49001316,HEIA NA,4360.64,Cash,Completed,11/15/2012
66587528,7/20/2012,APB SP,SG1E49001316,HEIA NA,2003.9,Cash,Completed,2/22/2013
55997892,7/7/2011,APAC US,US00185E1064,507830Z US,403.76,Cash,Completed,10/17/2011
106773810,5/12/2015,AOL US,US00184X1054,VZ US,4025.33,Cash,Completed,6/23/2015
83199924,10/31/2013,AOIL SS,SE0000739286,1059486Z UZ,2940.08,Cash,Completed,12/17/2013
43629315,3/8/2010,AOE AU,AU000000AOE6,,3323.47,Cash,Completed,8/26/2010
81126053,9/4/2013,ANS CN,CA0089142024,LPX US,1122.75,Cash or Stock,Terminated,5/14/2014
99681239,12/8/2014,ANS CN,CA0089142024,OSB CN,884.53,Stock,Completed,4/6/2015
106539096,5/18/2015,ANN US,US0356231078,ASNA US,2006.31,Cash and Stock,Completed,8/24/2015
152940781,11/11/2015,ANGI US,US00183L1026,IAC US,512.85,Cash,Terminated,11/30/2015
125779277,5/18/2016,ANDE US,US0341641035,HCHC US,1729.18,Cash,Terminated,5/18/2016
47987041,9/3/2010,AND AU,AU000000AND0,G CN,3161.76,Cash or Stock,Completed,1/6/2011
47985929,9/2/2010,AND AU,AU000000AND0,ELD CN,2990.26,Stock,Terminated,9/7/2010
125689210,5/16/2016,ANAC US,US0324201013,PFE US,4632.7,Cash,Completed,6/27/2016
106792290,5/12/2015,AN FP,FR0000125460,VIV FP,461.8,Cash,Completed,9/29/2015
121287290,2/26/2016,AMTG US,US03763V1026,ARI US,3341.21,Cash and Stock,Completed,9/1/2016
144302863,6/6/2017,AMRI US,US0124231095,,1540.03,Cash,Completed,9/1/2017
98203284,10/31/2014,AMRE US,US03216B2088,1091159D US,737.04,Cash,Completed,2/19/2015
53567776,4/11/2011,AMMD US,US02744M1080,ENDP US,2666.84,Cash,Completed,6/20/2011
100154639,12/17/2014,AMM AU,AU000000AMM3,VOC AU,529.99,Stock,Completed,7/10/2015
65969258,6/29/2012,AMLN US,US0323461089,BMY US,6486.1,Cash,Completed,8/9/2012
112163623,9/8/2015,AML LN,GB00B2988H17,8725 JP,5182.21,Cash,Completed,2/2/2016
69598780,10/8/2012,AMIL3 BZ,BRAMILACNOR0,UNH US,2322.05,Cash,Completed,5/9/2013
141891006,3/13/2017,AMFW LN,GB0000282623,WG/ LN,3973.66,Stock,Completed,10/9/2017
135574443,11/21/2016,AMCC US,US03822W4069,MTSI US,570.41,Cash and Stock,Completed,1/27/2017
131516373,9/6/2016,AM3D GR,DE000A111338,GE US,741.15,Cash,Terminated,10/26/2016
92067971,6/4/2014,ALZ AU,AU000000ALZ7,FCL SP,3385.65,Cash,Completed,10/31/2014
90277482,5/28/2014,ALZ AU,AU000000ALZ7,SGP AU,2824.6,Stock,Terminated,8/15/2014
47467268,8/13/2010,ALY US,US0196455069,ARCHER NO,779.42,Cash or Stock,Completed,2/24/2011
101590127,4/15/2015,ALU FP,FR0000130007,NOKIA FH,11297.11,Stock,Completed,6/17/2016
131527731,9/6/2016,ALU FP,FR0000130007,NOKIA FH,651.68,Cash,Completed,11/2/2016
72110635,12/19/2012,ALTE US,BMG0229R1088,MKL US,3113.24,Cash and Stock,Completed,5/2/2013
119831439,2/1/2016,ALR US,US01449J1051,ABT US,7585.9,Cash,Completed,10/3/2017
81880528,5/9/2013,ALPHA GA,GRS015003007,HFSF GA,5993.5,Cash,Completed,6/10/2013
148767933,7/12/2017,ALPA4 BZ,BRALPAACNPR7,,1112.81,Cash,Completed,9/20/2017
109522811,7/13/2015,ALNT LN,GB00BQ1XTV39,PAH US,2402.38,Cash or Stock,Completed,12/2/2015
133608886,10/17/2016,ALJ US,US0205201025,DK US,792.06,Stock,Completed,7/3/2017
84194804,12/19/2013,ALGETA NO,NO0010239437,BAYN GR,2462.82,Cash,Completed,3/24/2014
74415155,2/26/2013,ALC US,US04544X3008,8818Z US,454.26,Cash,Completed,7/12/2013
143560206,4/24/2017,AKRX US,US0097281069,FRE GR,4839.39,Cash,Pending,12/31/2018
123307754,5/23/2016,AIXA GR,DE000A0WMPJ6,1404910D CH,554.25,Cash,Terminated,12/8/2016
139672756,3/14/2017,AIRM US,US0091283079,0704811D US,2467.38,Cash,Completed,4/24/2017
46148331,6/21/2010,AIPC US,US0270701016,RAH US,1171.62,Cash,Completed,7/28/2010
75313018,3/22/2013,AIP SJ,ZAE000123436,BVT SJ,1355.29,Cash and Stock,Terminated,4/4/2013
120975985,3/15/2016,AIO AU,AU000000AIO7,,9405.78,Cash,Completed,8/26/2016
109019399,7/1/2015,AIO AU,AU000000AIO7,,7334.01,Cash and Stock,Terminated,3/15/2016
115510477,11/9/2015,AIO AU,AU000000AIO7,,6558.98,Cash and Stock,Terminated,3/15/2016
108360486,6/17/2015,AIE LN,GB00B3KHXB36,KEYS US,549.19,Cash,Completed,8/14/2015
126871050,6/8/2016,AHP US,US0441021013,1411875D US,1405.2,Cash,Pending, 
89943058,6/9/2014,AHL US,BMG053841059,ENH US,3225.47,Cash or Stock,Terminated,7/30/2014
131125227,9/12/2016,AGU CN,CA0089161081,POT CN,18196.91,Stock,Pending,12/31/2017
66338816,7/12/2012,AGS LN,GB00B4JV1B90,4324 JP,4539.09,Cash,Completed,3/27/2013
66206612,7/9/2012,AGP US,US03073T1025,ANTM US,4555.96,Cash,Completed,12/24/2012
48989691,10/18/2010,AGAM US,US0083681025,STJ US,1298.3,Cash or Stock,Completed,11/19/2010
54701233,5/23/2011,AG SP,SG1G61871305,8369645Z MK,732.79,Cash,Completed,7/12/2011
81929479,9/27/2013,AFR SJ,ZAE000040549,0876201D SJ,470.77,Cash,Completed,4/1/2014
125246169,8/17/2015,AFN US,    N.A.,7686943Z GR,513.1,Cash,Completed,5/6/2016
128906494,8/8/2016,AFID LI,US00106J2006,,717.91,Cash,Completed,9/7/2016
122680817,3/20/2016,AFFX US,US00826T1088,1391094D US,1382.12,Cash,Terminated,3/28/2016
118765351,1/8/2016,AFFX US,US00826T1088,TMO US,1106.9,Cash,Completed,4/1/2016
155624310,11/16/2017,AFAM US,US0204091088,LHCG US,985.23,Stock,Pending,3/31/2018
141579872,3/7/2017,AF US,US0462651045,STL US,2164.59,Stock,Completed,10/2/2017
114797686,10/29/2015,AF US,US0462651045,NYCB US,1918.69,Cash and Stock,Terminated,12/20/2016
154414518,12/3/2017,AET US,US00817Y1082,CVS US,68660.48,Cash and Stock,Pending,12/31/2018
100253017,1/26/2015,AERL ID,IE00B1CMPN86,IAG LN,1494.86,Cash,Completed,9/17/2015
65546984,6/19/2012,AERL ID,IE00B1CMPN86,RYA ID,611.89,Cash,Terminated,2/27/2013
130905686,8/25/2016,AEPI US,US0010311035,BERY US,746.35,Cash or Stock,Completed,1/23/2017
57281165,8/23/2011,AENV SP,SG1O82915057,55301Z SP,901.91,Cash or Stock,Completed,11/22/2011
76273001,4/22/2013,AEDU3 BZ,BRAEDUACNOR9,KROT3 BZ,3381.22,Stock,Completed,7/4/2014
105833658,4/22/2015,AEC US,US0456041054,BAM/A CN,2414.35,Cash,Completed,8/7/2015
61731374,2/16/2012,AEA US,US00739W1071,ELEKTRA* MM,655.58,Cash,Completed,4/24/2012
101908005,2/2/2015,ADVS US,US0079741080,SSNC US,2581.33,Cash,Completed,7/9/2015
120658813,2/16/2016,ADT US,US00101J1060,APO US,12303.8,Cash,Completed,5/2/2016
